iter	Passed	Remaining
1668	37844	7505
1669	37862	7481
1670	37884	7459
1671	37904	7435
1672	37928	7413
1673	37948	7390
1674	37971	7367
1675	37992	7344
1676	38017	7322
1677	38038	7299
1678	38058	7276
1679	38076	7252
1680	38094	7229
1681	38113	7205
1682	38132	7182
1683	38151	7159
1684	38170	7135
1685	38189	7112
1686	38210	7089
1687	38231	7066
1688	38254	7043
1689	38276	7021
1690	38297	6998
1691	38317	6975
1692	38336	6951
1693	38358	6928
1694	38378	6905
1695	38398	6882
1696	38420	6860
1697	38443	6837
1698	38463	6814
1699	38484	6791
1700	38504	6768
1701	38524	6745
1702	38544	6722
1703	38564	6698
1704	38584	6675
1705	38604	6652
1706	38625	6629
1707	38647	6607
1708	38668	6584
1709	38689	6561
1710	38710	6538
1711	38729	6515
1712	38749	6492
1713	38769	6469
1714	38791	6446
1715	38811	6423
1716	38829	6399
1717	38846	6376
1718	38864	6353
1719	38882	6329
1720	38901	6306
1721	38921	6283
1722	38944	6260
1723	38964	6238
1724	38986	6215
1725	39008	6192
1726	39029	6169
1727	39049	6146
1728	39070	6123
1729	39091	6100
1730	39111	6077
1731	39131	6054
1732	39150	6031
1733	39170	6008
1734	39191	5985
1735	39210	5962
1736	39229	5939
1737	39249	5916
1738	39269	5893
1739	39290	5871
1740	39312	5848
1741	39332	5825
1742	39353	5802
1743	39373	5779
1744	39392	5756
1745	39411	5733
1746	39433	5710
1747	39453	5687
1748	39474	5665
1749	39493	5641
1750	39512	5618
1751	39531	5595
1752	39549	5572
1753	39570	5549
1754	39588	5526
1755	39607	5503
1756	39628	5480
1757	39648	5457
1758	39667	5434
1759	39688	5412
1760	39708	5389
1761	39728	5366
1762	39748	5343
1763	39769	5320
1764	39790	5297
1765	39812	5275
1766	39833	5252
1767	39855	5229
1768	39877	5207
1769	39897	5184
1770	39916	5161
1771	39939	5138
1772	39958	5115
1773	39978	5093
1774	39997	5070
1775	40017	5047
1776	40035	5024
1777	40055	5001
1778	40075	4978
1779	40096	4955
1780	40113	4932
1781	40131	4909
1782	40151	4886
1783	40170	4863
1784	40188	4840
1785	40209	4817
1786	40231	4795
1787	40249	4772
1788	40268	4749
1789	40287	4726
1790	40308	4703
1791	40327	4680
1792	40345	4657
1793	40364	4634
1794	40383	4612
1795	40402	4589
1796	40421	4566
1797	40444	4543
1798	40464	4521
1799	40484	4498
1800	40503	4475
1801	40522	4452
1802	40540	4429
1803	40559	4406
1804	40577	4383
1805	40596	4360
1806	40614	4337
1807	40632	4314
1808	40652	4292
1809	40672	4269
1810	40689	4246
1811	40707	4223
1812	40724	4200
1813	40742	4177
1814	40760	4154
1815	40778	4131
1816	40799	4109
1817	40820	4086
1818	40838	4063
1819	40856	4040
1820	40875	4017
1821	40898	3995
1822	40928	3973
1823	40953	3951
1824	40975	3929
1825	40995	3906
1826	41014	3883
1827	41034	3861
1828	41053	3838
1829	41074	3815
1830	41094	3792
1831	41115	3770
1832	41135	3747
1833	41162	3725
1834	41181	3702
1835	41200	3680
1836	41221	3657
1837	41241	3634
1838	41264	3612
1839	41285	3590
1840	41305	3567
1841	41326	3544
1842	41346	3522
1843	41365	3499
1844	41383	3476
1845	41405	3454
1846	41424	3431
1847	41444	3408
1848	41468	3386
1849	41487	3363
1850	41505	3341
1851	41524	3318
1852	41542	3295
1853	41560	3272
1854	41579	3250
1855	41598	3227
1856	41617	3204
1857	41635	3182
1858	41660	3159
1859	41680	3137
1860	41699	3114
1861	41722	3092
1862	41742	3069
1863	41761	3047
1864	41782	3024
1865	41801	3001
1866	41821	2979
1867	41840	2956
1868	41860	2934
1869	41879	2911
1870	41899	2888
1871	41935	2867
1872	41957	2844
1873	41980	2822
1874	42001	2800
1875	42020	2777
1876	42040	2754
1877	42060	2732
1878	42080	2709
1879	42099	2687
1880	42118	2664
1881	42139	2642
1882	42157	2619
1883	42178	2596
1884	42198	2574
1885	42223	2552
1886	42247	2529
1887	42267	2507
1888	42287	2484
1889	42306	2462
1890	42326	2439
1891	42346	2417
1892	42367	2394
1893	42392	2372
1894	42416	2350
1895	42448	2328
1896	42475	2306
1897	42499	2283
1898	42522	2261
1899	42545	2239
1900	42564	2216
1901	42583	2194
1902	42603	2171
1903	42623	2149
1904	42644	2126
1905	42666	2104
1906	42685	2081
1907	42703	2059
1908	42726	2036
1909	42745	2014
1910	42765	1991
1911	42783	1969
1912	42803	1946
1913	42821	1924
1914	42840	1901
1915	42858	1878
1916	42876	1856
1917	42895	1833
1918	42913	1811
1919	42931	1788
1920	42949	1766
1921	42973	1743
1922	42994	1721
1923	43015	1699
1924	43034	1676
1925	43056	1654
1926	43076	1631
1927	43094	1609
1928	43113	1586
1929	43132	1564
1930	43151	1541
1931	43170	1519
1932	43190	1497
1933	43210	1474
1934	43229	1452
1935	43247	1429
1936	43266	1407
1937	43285	1384
1938	43304	1362
1939	43323	1339
1940	43341	1317
1941	43360	1295
1942	43379	1272
1943	43398	1250
1944	43418	1227
1945	43436	1205
1946	43456	1182
1947	43479	1160
1948	43500	1138
1949	43518	1115
1950	43538	1093
1951	43558	1071
1952	43577	1048
1953	43596	1026
1954	43615	1003
1955	43634	981
1956	43654	959
1957	43675	936
1958	43694	914
1959	43715	892
1960	43734	869
1961	43753	847
1962	43774	825
1963	43795	802
1964	43817	780
1965	43841	758
1966	43864	735
1967	43886	713
1968	43907	691
1969	43930	668
1970	43950	646
1971	43972	624
1972	43995	602
1973	44014	579
1974	44033	557
1975	44054	535
1976	44074	512
1977	44093	490
1978	44111	468
1979	44131	445
1980	44154	423
1981	44171	401
1982	44190	378
1983	44210	356
1984	44229	334
1985	44253	311
1986	44277	289
1987	44297	267
1988	44317	245
1989	44336	222
1990	44357	200
1991	44379	178
1992	44400	155
1993	44422	133
1994	44441	111
1995	44463	89
1996	44487	66
1997	44511	44
1998	44531	22
1999	44552	0
