iter	MAE
1682	228409.013
1683	228381.8352
1684	228378.4639
1685	228335.3956
1686	228295.2558
1687	228272.5398
1688	228249.2544
1689	228199.1725
1690	228186.4933
1691	228161.4487
1692	228146.2407
1693	228133.7701
1694	228132.4328
1695	228125.839
1696	228125.3214
1697	228108.0193
1698	228106.2409
1699	228099.8503
1700	228072.3009
1701	228042.2479
1702	228025.7159
1703	228013.5672
1704	228003.9281
1705	227980.8974
1706	227967.8539
1707	227950.9092
1708	227915.189
1709	227903.0534
1710	227880.4307
1711	227872.7558
1712	227867.8536
1713	227866.0885
1714	227857.1173
1715	227844.312
1716	227838.4223
1717	227826.2349
1718	227822.2348
1719	227798.2474
1720	227784.4727
1721	227779.1091
1722	227747.3097
1723	227733.171
1724	227721.5545
1725	227686.7471
1726	227660.4225
1727	227612.8161
1728	227573.5501
1729	227551.0569
1730	227535.6586
1731	227495.5848
1732	227464.1994
1733	227448.0472
1734	227441.0734
1735	227416.1897
1736	227411.164
1737	227384.0102
1738	227365.8751
1739	227357.7377
1740	227351.1206
1741	227334.0259
1742	227296.409
1743	227262.0457
1744	227226.4438
1745	227213.2775
1746	227185.4511
1747	227163.8116
1748	227159.9067
1749	227152.0102
1750	227142.4088
1751	227137.5719
1752	227133.1778
1753	227124.2632
1754	227099.6972
1755	227094.7991
1756	227083.4921
1757	227072.5321
1758	227070.2115
1759	227037.5103
1760	227036.6036
1761	227027.7471
1762	227019.41
1763	227012.4743
1764	227010.0425
1765	227009.369
1766	226991.6796
1767	226980.573
1768	226933.258
1769	226892.6615
1770	226878.2498
1771	226845.5388
1772	226833.8111
1773	226826.168
1774	226820.0851
1775	226802.1045
1776	226788.0419
1777	226775.9224
1778	226757.8643
1779	226726.6415
1780	226720.5101
1781	226707.5572
1782	226660.1609
1783	226636.6747
1784	226623.4443
1785	226562.365
1786	226532.6023
1787	226495.1153
1788	226460.836
1789	226451.1887
1790	226422.8708
1791	226402.0347
1792	226374.4259
1793	226371.4473
1794	226358.5471
1795	226356.0982
1796	226340.5473
1797	226337.5135
1798	226313.9523
1799	226272.5894
1800	226260.5807
1801	226245.9538
1802	226243.2538
1803	226194.0928
1804	226185.51
1805	226169.3786
1806	226166.6497
1807	226148.3247
1808	226102.3839
1809	226098.5504
1810	226082.6828
1811	226062.1951
1812	226053.5302
1813	226037.9175
1814	226025.1437
1815	226002.8624
1816	225966.2543
1817	225926.4378
1818	225874.9525
1819	225857.5558
1820	225844.4402
1821	225825.2487
1822	225821.7868
1823	225794.2634
1824	225780.5583
1825	225758.1562
1826	225718.4816
1827	225644.4426
1828	225638.6528
1829	225633.4456
1830	225627.6847
1831	225620.8566
1832	225605.6088
1833	225590.6916
1834	225580.4335
1835	225567.8331
1836	225554.0633
1837	225551.8878
1838	225519.6366
1839	225479.9471
1840	225467.0483
1841	225418.6595
1842	225401.7196
1843	225388.41
1844	225380.5655
1845	225370.3542
1846	225342.8601
1847	225317.8987
1848	225313.687
1849	225279.0288
1850	225269.7363
1851	225249.0911
1852	225241.9088
1853	225216.4952
1854	225210.9504
1855	225205.7045
1856	225188.9004
1857	225185.5868
1858	225175.4167
1859	225152.0776
1860	225150.0162
1861	225075.283
1862	225060.9811
1863	225057.1699
1864	225020.0845
1865	224995.761
1866	224981.7968
1867	224980.0296
1868	224944.157
1869	224939.5873
1870	224879.8606
1871	224839.3577
1872	224820.9134
1873	224803.8257
1874	224785.9415
1875	224775.6924
1876	224766.0361
1877	224756.9005
1878	224754.578
1879	224751.5286
1880	224735.3652
1881	224729.0412
1882	224715.3347
1883	224697.1267
1884	224677.7615
1885	224664.9233
1886	224652.796
1887	224634.888
1888	224617.6272
1889	224603.4989
1890	224600.6358
1891	224583.7312
1892	224565.9167
1893	224546.0261
1894	224534.907
1895	224528.2642
1896	224515.9533
1897	224504.04
1898	224499.5754
1899	224496.2888
1900	224475.6942
1901	224465.1246
1902	224445.8162
1903	224436.9031
1904	224416.5694
1905	224396.6684
1906	224393.261
1907	224391.2297
1908	224331.8737
1909	224317.6607
1910	224278.0997
1911	224265.6581
1912	224265.3023
1913	224212.4511
1914	224173.1155
1915	224158.5188
1916	224153.4404
1917	224132.7695
1918	224072.6508
1919	224060.5913
1920	224034.5
1921	224026.0827
1922	224015.1309
1923	223999.6425
1924	223973.2942
1925	223935.6744
1926	223892.1062
1927	223889.8513
1928	223887.4594
1929	223884.8396
1930	223873.228
1931	223862.0335
1932	223857.7622
1933	223812.952
1934	223789.5192
1935	223787.2492
1936	223774.9896
1937	223774.648
1938	223734.4757
1939	223714.8715
1940	223694.9872
1941	223657.3681
1942	223615.9135
1943	223565.2973
1944	223549.3299
1945	223546.0353
1946	223515.0531
1947	223492.751
1948	223455.349
1949	223431.9365
1950	223415.1932
1951	223395.8077
1952	223352.5473
1953	223349.592
1954	223347.7946
1955	223339.7047
1956	223301.8824
1957	223297.6361
1958	223276.0984
1959	223220.4241
1960	223217.7397
1961	223202.1296
1962	223190.7103
1963	223187.9747
1964	223168.8528
1965	223148.4917
1966	223125.1179
1967	223111.4668
1968	223108.7333
1969	223083.5244
1970	223023.3648
1971	223007.6143
1972	223002.3418
1973	222991.8666
1974	222960.8959
1975	222955.7264
1976	222920.2326
1977	222905.0386
1978	222899.255
1979	222885.7624
1980	222879.3412
1981	222862.5388
1982	222855.1871
1983	222829.0907
1984	222805.8055
1985	222798.254
1986	222792.1838
1987	222763.0617
1988	222747.7442
1989	222721.5139
1990	222712.5151
1991	222693.8993
1992	222669.7017
1993	222649.207
1994	222590.1062
1995	222583.5139
1996	222580.9624
1997	222567.5977
1998	222557.1715
1999	222534.2063
